	0
-1.0	196.5604736579527
-0.9968253968253968	197.4093675951182
-0.9936507936507937	198.26597092540632
-0.9904761904761905	199.13038198679754
-0.9873015873015873	200.00270069929405
-0.9841269841269842	200.88302859557913
-0.9809523809523809	201.77146885237167
-0.9777777777777777	202.66812632249366
-0.9746031746031746	203.57310756767131
-0.9714285714285714	204.48652089208596
-0.9682539682539683	205.40847637669688
-0.9650793650793651	206.33908591435528
-0.9619047619047619	207.27846324573073
-0.9587301587301588	208.22672399607129
-0.9555555555555556	209.1839857128196
-0.9523809523809523	210.15036790410832
-0.9492063492063492	211.12599207815748
-0.946031746031746	212.1109817835988
-0.9428571428571428	213.10546265075186
-0.9396825396825397	214.1095624338775
-0.9365079365079365	215.12341105443534
-0.9333333333333333	216.14714064537247
-0.9301587301587302	217.1808855964722
-0.926984126984127	218.22478260079075
-0.9238095238095239	219.27897070221326
-0.9206349206349207	220.34359134415865
-0.9174603174603174	221.41878841946635
-0.9142857142857143	222.5047083214969
-0.9111111111111111	223.601499996481
-0.9079365079365079	224.7093149971513
-0.9047619047619048	225.82830753769346
-0.9015873015873016	226.95863455005394
-0.8984126984126984	228.10045574164167
-0.8952380952380953	229.25393365446516
-0.892063492063492	230.41923372574396
-0.8888888888888888	231.59652435003815
-0.8857142857142857	232.7859769429388
-0.8825396825396825	233.98776600636415
-0.8793650793650793	235.2020691955087
-0.8761904761904762	236.42906738749255
-0.873015873015873	237.66894475176056
-0.8698412698412699	238.92188882228305
-0.8666666666666667	240.18809057161025
-0.8634920634920635	241.4677444868354
-0.8603174603174604	242.7610486475228
-0.8571428571428572	244.06820480565975
-0.8539682539682539	245.38941846769129
-0.8507936507936508	246.7248989787012
-0.8476190476190476	248.07485960880365
-0.8444444444444444	249.43951764181148
-0.8412698412698413	250.8190944662495
-0.8380952380952381	252.21381566878597
-0.834920634920635	253.62391113015332
-0.8317460317460317	255.04961512363656
-0.8285714285714285	256.49116641620634
-0.8253968253968254	257.9488083723795
-0.8222222222222222	259.422789060891
-0.819047619047619	260.9133613642639
-0.8158730158730159	262.4207830913688
-0.8126984126984127	263.9453170930659
-0.8095238095238095	265.4872313810263
-0.8063492063492064	267.0467992498326
-0.8031746031746032	268.62429940246403
-0.8	270.22001607927155
-0.7968253968253969	271.8342391905562
-0.7936507936507937	273.46726445286566
-0.7904761904761904	275.1193935291277
-0.7873015873015873	276.7909341727456
-0.7841269841269841	278.4822003757847
-0.780952380952381	280.19351252138034
-0.7777777777777778	281.92519754050903
-0.7746031746031746	283.6775890732636
-0.7714285714285715	285.45102763478167
-0.7682539682539682	287.24586078598105
-0.765079365079365	289.06244330926336
-0.7619047619047619	290.90113738934923
-0.7587301587301587	292.76231279941953
-0.7555555555555555	294.6463470927401
-0.7523809523809524	296.55362579995483
-0.7492063492063492	298.4845426322414
-0.746031746031746	300.4394996905273
-0.7428571428571429	302.41890768097534
-0.7396825396825397	304.42318613695386
-0.7365079365079366	306.45276364771473
-0.7333333333333334	308.5080780940134
-0.7301587301587302	310.58957689091085
-0.7269841269841271	312.6977172380112
-0.7238095238095238	314.8329663773937
-0.7206349206349206	316.99580185951265
-0.7174603174603175	319.18671181734715
-0.7142857142857143	321.4061952490939
-0.7111111111111111	323.6547623097096
-0.7079365079365079	325.9329346116204
-0.7047619047619047	328.241245534929
-0.7015873015873015	330.5802405474651
-0.6984126984126984	332.95047753503565
-0.6952380952380952	335.3525271422503
-0.692063492063492	337.78697312430916
-0.6888888888888889	340.2544127101581
-0.6857142857142857	342.75545697743405
-0.6825396825396826	345.290731239639
-0.6793650793650794	347.86087544600053
-0.6761904761904762	350.4665445944963
-0.6730158730158731	353.1084091585409
-0.6698412698412699	355.7871555278527
-0.6666666666666667	358.50348646404217
-0.6634920634920635	361.25812157148727
-0.6603174603174603	364.0517977840826
-0.6571428571428571	366.8852698684792
-0.653968253968254	369.75931094445576
-0.6507936507936508	372.674713023089
-0.6476190476190475	375.632287563426
-0.6444444444444444	378.632866048386
-0.6412698412698412	381.6773005806557
-0.638095238095238	384.7664644993753
-0.6349206349206349	387.90125301844785
-0.6317460317460317	391.082583887343
-0.6285714285714286	394.3113980753061
-0.6253968253968254	397.5886604799237
-0.6222222222222222	400.9153606610422
-0.6190476190476191	404.2925136010819
-0.6158730158730159	407.72116049283517
-0.6126984126984127	411.2023695558925
-0.6095238095238096	414.7372368828894
-0.6063492063492064	418.3268873168262
-0.6031746031746033	421.9724753607714
-0.6	425.67518612132216
-0.5968253968253968	429.43623628726004
-0.5936507936507937	433.2568751449111
-0.5904761904761905	437.1383856317923
-0.5873015873015873	441.08208543020197
-0.584126984126984	445.0893281024943
-0.5809523809523809	449.161504269864
-0.5777777777777777	453.30004283655813
-0.5746031746031746	457.50641226152345
-0.5714285714285714	461.78212187960503
-0.5682539682539682	466.1287232745126
-0.5650793650793651	470.5478117058862
-0.5619047619047619	475.04102759291214
-0.5587301587301587	479.6100580570616
-0.5555555555555556	484.2566385266628
-0.5523809523809524	488.9825544061534
-0.5492063492063493	493.78964281301023
-0.5460317460317461	498.67979438550964
-0.5428571428571429	503.65495516463903
-0.5396825396825398	508.71712855365604
-0.5365079365079365	513.8683773589768
-0.5333333333333333	519.1108259162736
-0.5301587301587302	524.4466623058751
-0.526984126984127	529.8781406617749
-0.5238095238095238	535.4075835788017
-0.5206349206349206	541.0373846227451
-0.5174603174603174	546.7700109485017
-0.5142857142857142	552.6080060315853
-0.5111111111111111	558.5539925186458
-0.5079365079365079	564.6106752029594
-0.5047619047619047	570.7808441311872
-0.5015873015873016	577.0673778480668
-0.4984126984126984	583.4732467860758
-0.49523809523809526	590.0015168075163
-0.4920634920634921	596.6553529069047
-0.48888888888888893	603.4380230820101
-0.48571428571428577	610.352902382376
-0.4825396825396825	617.4034771446883
-0.4793650793650793	624.5933494249028
-0.47619047619047616	631.9262416376557
-0.473015873015873	639.4060014141008
-0.46984126984126984	647.036606690007
-0.4666666666666667	654.822171036675
-0.4634920634920635	662.7669492480012
-0.46031746031746035	670.8753431978532
-0.4571428571428572	679.151907982803
-0.453968253968254	687.6013583662138
-0.45079365079365075	696.2285755406967
-0.4476190476190476	705.0386142270307
-0.4444444444444444	714.0367101288218
-0.44126984126984126	723.2282877634073
-0.4380952380952381	732.618968690869
-0.43492063492063493	742.2145801644473
-0.43174603174603177	752.0211642271952
-0.4285714285714286	762.0449872813745
-0.42539682539682544	772.2925501588702
-0.4222222222222223	782.7705987228296
-0.419047619047619	793.4861350327814
-0.41587301587301584	804.4464291077206
-0.4126984126984127	815.6590313240393
-0.4095238095238095	827.1317854877427
-0.40634920634920635	838.8728426231958
-0.4031746031746032	850.890675523622
-0.4	863.1940941118232
-0.39682539682539686	875.792261663085
-0.3936507936507937	888.6947119460071
-0.3904761904761904	901.9113673410881
-0.38730158730158726	915.4525580013143
-0.3841269841269841	929.3290421237907
-0.38095238095238093	943.552027406639
-0.37777777777777777	958.1331937710123
-0.3746031746031746	973.0847174341778
-0.37142857142857144	988.4192964262447
-0.3682539682539683	1004.1501776503063
-0.3650793650793651	1020.2911855935901
-0.36190476190476195	1036.8567528057229
-0.3587301587301587	1053.8619522694785
-0.3555555555555555	1071.3225317994627
-0.35238095238095235	1089.254950615218
-0.3492063492063492	1107.6764182471932
-0.346031746031746	1126.6049359471826
-0.34285714285714286	1146.0593407891176
-0.3396825396825397	1166.059352661793
-0.33650793650793653	1186.6256243722314
-0.33333333333333337	1207.7797950971878
-0.3301587301587302	1229.5445474408702
-0.32698412698412693	1251.9436683795532
-0.32380952380952377	1275.0021143985641
-0.3206349206349206	1298.7460811543979
-0.31746031746031744	1323.2030780247007
-0.3142857142857143	1348.4020079419142
-0.3111111111111111	1374.3732529427705
-0.30793650793650795	1401.1487659059949
-0.3047619047619048	1428.7621689949374
-0.3015873015873016	1457.2488593708822
-0.29841269841269846	1486.6461227970356
-0.2952380952380952	1516.9932558133003
-0.292063492063492	1548.331697228567
-0.28888888888888886	1580.7051697512375
-0.2857142857142857	1614.159832660868
-0.28253968253968254	1648.7444465152857
-0.27936507936507937	1684.5105509893556
-0.2761904761904762	1721.5126570551529
-0.27301587301587305	1759.808454840058
-0.2698412698412699	1799.4590386410173
-0.2666666666666667	1840.5291507317895
-0.26349206349206344	1883.0874457777286
-0.2603174603174603	1927.2067778720505
-0.2571428571428571	1972.9645124315891
-0.25396825396825395	2020.44286544209
-0.2507936507936508	2069.729272827108
-0.24761904761904763	2120.916793035
-0.24444444444444446	2174.1045463005344
-0.2412698412698413	2229.398194447393
-0.23809523809523814	2286.9104655621823
-0.23492063492063497	2346.761728397709
-0.2317460317460317	2409.0806219626456
-0.22857142857142854	2474.0047464372738
-0.22539682539682537	2541.6814223338415
-0.2222222222222222	2612.2685257099192
-0.21904761904761905	2685.9354082622126
-0.21587301587301588	2762.863912296957
-0.21269841269841272	2843.2494919161645
-0.20952380952380956	2927.302453305461
-0.2063492063492064	3015.2493287935313
-0.20317460317460323	3107.334401415988
-0.19999999999999996	3203.8213991064235
-0.1968253968253968	3304.9953804123325
-0.19365079365079363	3411.164836862961
-0.19047619047619047	3522.6640408827398
-0.1873015873015873	3639.8556725481512
-0.18412698412698414	3763.133763647805
-0.18095238095238098	3892.9270035712893
-0.1777777777777778	4029.702458698749
-0.17460317460317465	4173.969765405678
-0.17142857142857137	4326.285866798944
-0.1682539682539682	4487.260375182877
-0.16507936507936505	4657.561656414764
-0.16190476190476188	4837.9237492355705
-0.15873015873015872	5029.154252960412
-0.15555555555555556	5232.14334133612
-0.1523809523809524	5447.874089860236
-0.14920634920634923	5677.434339583963
-0.14603174603174607	5922.030363873389
-0.1428571428571429	6183.002657652052
-0.13968253968253963	6461.844233673511
-0.13650793650793647	6760.2218904118645
-0.1333333333333333	7080.001015106422
-0.13015873015873014	7423.274608374431
-0.12698412698412698	7792.3973701227005
-0.12380952380952381	8190.025878726982
-0.12063492063492065	8619.16613773078
-0.11746031746031749	9083.230071314181
-0.11428571428571432	9586.102940977684
-0.11111111111111116	10132.224157308034
-0.10793650793650789	10726.684607379988
-0.10476190476190472	11375.344457799236
-0.10158730158730156	12084.97649050273
-0.0984126984126984	12863.441472574465
-0.09523809523809523	13719.903976641106
-0.09206349206349207	14665.09962882495
-0.0888888888888889	15711.668212789427
-0.08571428571428574	16874.57175256134
-0.08253968253968258	18171.623140802843
-0.07936507936507942	19624.15981319587
-0.07619047619047614	21257.90948612848
-0.07301587301587298	23104.112706328684
-0.06984126984126982	25200.992377970102
-0.06666666666666665	27595.697324856184
-0.06349206349206349	30346.901209590505
-0.060317460317460325	33528.319082432376
-0.05714285714285716	37233.52641405797
-0.053968253968254	41582.65405017458
-0.050793650793650835	46731.827531132905
-0.04761904761904767	52886.68883104754
-0.0444444444444444	60322.09975150958
-0.041269841269841234	69411.38272265853
-0.03809523809523807	80670.56607297751
-0.03492063492063491	94826.70482754818
-0.031746031746031744	112925.56782011807
-0.02857142857142858	136504.71598862327
-0.025396825396825418	167876.05440175824
-0.022222222222222254	210589.5700679826
-0.01904761904761909	270178.87550814607
-0.015873015873015928	355252.18629190105
-0.012698412698412653	478560.30779755604
-0.00952380952380949	655560.5845798899
-0.006349206349206327	890960.0766567012
-0.0031746031746031633	1135648.3899828095
0.0	1250091.1286377506
0.0031746031746031633	1135648.5389350115
0.006349206349206327	890960.3745614183
0.00952380952380949	655561.0314377496
0.012698412698412653	478560.9036094988
0.015873015873015817	355252.9310591847
0.01904761904761898	270179.76923233375
0.022222222222222143	210590.61275095606
0.025396825396825307	167877.24604571276
0.02857142857142847	136506.05659606747
0.031746031746031855	112927.05739387279
0.03492063492063502	94828.34337075106
0.03809523809523818	80672.35358907796
0.041269841269841345	69413.31921541966
0.04444444444444451	60324.18522500821
0.04761904761904767	52888.9232896744
0.050793650793650835	46734.210979591975
0.053968253968254	41585.18649348388
0.05714285714285716	37236.207857549336
0.060317460317460325	33531.14953175147
0.06349206349206349	30349.88067069681
0.06666666666666665	27598.8258040231
0.06984126984126982	25204.269881784952
0.07301587301587298	23107.539241692746
0.07619047619047614	21261.48506025704
0.0793650793650793	19627.884433618317
0.08253968253968247	18175.496815362523
0.08571428571428563	16878.594489415795
0.0888888888888888	15715.840020410382
0.09206349206349196	14669.420515998341
